GeneID	Symbol	EnsemblGeneID
84914	ZNF587	ENSG00000198466
730051	ZNF814	ENSG00000204514
147687	ZNF417	ENSG00000173480
147686	ZNF418	ENSG00000196724
10172	ZNF256	ENSG00000152454
147685	C19orf18	ENSG00000177025
80095	ZNF606	ENSG00000166704
100128398	LOC100128398	ENSG00000176593
284312	ZSCAN1	ENSG00000152467
7694	ZNF135	ENSG00000176293
65982	ZSCAN18	ENSG00000121413
79673	ZNF329	ENSG00000181894
10782	ZNF274	ENSG00000171606
27300	ZNF544	ENSG00000198131
7554	ZNF8	ENSG00000278129
108903150	ZNF8-ERVK3-1	ENSG00000267216
105372481	ERVK3-1	ENSG00000142396
342945	ZSCAN22	ENSG00000182318
102465484	MIR6806	ENSG00000277588
1	A1BG	ENSG00000121410
503538	A1BG-AS1	ENSG00000268895
162968	ZNF497	ENSG00000174586
116412	ZNF837	ENSG00000152475
100616168	MIR4754	ENSG00000266640
6193	RPS5	ENSG00000083845
646862	RNF225	ENSG00000269855
110806301	LINC02560	ENSG00000268307
201514	ZNF584	ENSG00000171574
7691	ZNF132	ENSG00000131849
388569	ZNF324B	ENSG00000249471
25799	ZNF324	ENSG00000083812
55663	ZNF446	ENSG00000083838
10998	SLC27A5	ENSG00000083807
84878	ZBTB45	ENSG00000119574
10155	TRIM28	ENSG00000130726
102465976	MIR6807	ENSG00000275924
27243	CHMP2A	ENSG00000130724
9040	UBE2M	ENSG00000130725
100131691	MZF1-AS1	ENSG00000267858
7593	MZF1	ENSG00000099326
65996	CENPBD2P	ENSG00000213753
245938	DEFB125	ENSG00000178591
81623	DEFB126	ENSG00000125788
140850	DEFB127	ENSG00000088782
245939	DEFB128	ENSG00000185982
140881	DEFB129	ENSG00000125903
400830	DEFB132	ENSG00000186458
140680	C20orf96	ENSG00000196476
85364	ZCCHC3	ENSG00000247315
100507459	NRSN2-AS1	ENSG00000225377
6666	SOX12	ENSG00000177732
80023	NRSN2	ENSG00000125841
57761	TRIB3	ENSG00000101255
10616	RBCK1	ENSG00000125826
128637	TBC1D20	ENSG00000125875
1457	CSNK2A1	ENSG00000101266
6939	TCF15	ENSG00000125878
140809	SRXN1	ENSG00000271303
85508	SCRT2	ENSG00000215397
113278	SLC52A3	ENSG00000101276
83541	FAM110A	ENSG00000125898
51378	ANGPT4	ENSG00000101280
343637	RSPO4	ENSG00000101282
9491	PSMF1	ENSG00000125818
55321	TMEM74B	ENSG00000125895
400831	C20orf202	ENSG00000215595
642636	RAD21L1	ENSG00000244588
9751	SNPH	ENSG00000101298
27111	SDCBP2	ENSG00000125775
100507495	SDCBP2-AS1	ENSG00000234684
2280	FKBP1A	ENSG00000088832
102465524	MIR6869	ENSG00000284436
55968	NSFL1C	ENSG00000088833
284759	SIRPB2	ENSG00000196209
128646	SIRPD	ENSG00000125900
10326	SIRPB1	ENSG00000101307
55423	SIRPG	ENSG00000089012
101929010	SIRPG-AS1	ENSG00000237914
100289473	LOC100289473	ENSG00000232528
140885	SIRPA	ENSG00000198053
727993	PDYN-AS1	ENSG00000233896
5173	PDYN	ENSG00000101327
140901	STK35	ENSG00000125834
105372502	LOC105372502	ENSG00000287213
7053	TGM3	ENSG00000125780
343641	TGM6	ENSG00000166948
6628	SNRPB	ENSG00000125835
79175	ZNF343	ENSG00000088876
117532	TMC2	ENSG00000149488
10528	NOP56	ENSG00000101361
100302138	MIR1292	ENSG00000284481
692213	SNORD110	ENSG00000221116
677831	SNORA51	ENSG00000271798
692201	SNORD86	ENSG00000212498
26793	SNORD56	ENSG00000229686
26792	SNORD57	ENSG00000226572
3420	IDH3B	ENSG00000101365
57593	EBF4	ENSG00000088881
56265	CPXM1	ENSG00000088882
128653	C20orf141	ENSG00000258713
100288797	TMEM239	ENSG00000198326
64773	PCED1A	ENSG00000132635
64601	VPS16	ENSG00000215305
5786	PTPRA	ENSG00000132670
2797	GNRH2	ENSG00000125787
64949	MRPS26	ENSG00000125901
5020	OXT	ENSG00000101405
551	AVP	ENSG00000101200
100134015	UBOX5-AS1	ENSG00000235958
22888	UBOX5	ENSG00000185019
60493	FASTKD5	ENSG00000215251
9762	LZTS3	ENSG00000088899
65992	DDRGK1	ENSG00000198171
3704	ITPA	ENSG00000125877
83959	SLC4A11	ENSG00000088836
25943	DNAAF9	ENSG00000088854
8455	ATRN	ENSG00000088812
64096	GFRA4	ENSG00000125861
80332	ADAM33	ENSG00000149451
6614	SIGLEC1	ENSG00000088827
116835	HSPA12B	ENSG00000132622
54976	C20orf27	ENSG00000101220
25876	SPEF1	ENSG00000101222
1059	CENPB	ENSG00000125817
994	CDC25B	ENSG00000101224
101929125	LINC01730	ENSG00000275491
55317	AP5S1	ENSG00000125843
57506	MAVS	ENSG00000088888
80025	PANK2	ENSG00000125779
406896	MIR103A2	ENSG00000199024
100302282	MIR103B2	ENSG00000283320
11237	RNF24	ENSG00000101236
54498	SMOX	ENSG00000088826
728228	LINC01433	ENSG00000230176
146	ADRA1D	ENSG00000171873
5621	PRNP	ENSG00000171867
23627	PRND	ENSG00000171864
149830	PRNT	ENSG00000180259
9770	RASSF2	ENSG00000101265
9962	SLC23A2	ENSG00000089057
29058	TMEM230	ENSG00000089063
5111	PCNA	ENSG00000132646
8760	CDS2	ENSG00000101290
128674	PROKR2	ENSG00000101292
100507629	LINC00658	ENSG00000226995
149837	LINC00654	ENSG00000205181
101929207	LINC01729	ENSG00000225640
56261	GPCPD1	ENSG00000125772
149840	SHLD1	ENSG00000171984
1114	CHGB	ENSG00000089199
51605	TRMT6	ENSG00000089195
84515	MCM8	ENSG00000125885
101929225	MCM8-AS1	ENSG00000278719
54675	CRLS1	ENSG00000088766
164312	LRRN4	ENSG00000125872
55612	FERMT1	ENSG00000101311
101929244	CASC20	ENSG00000229876
650	BMP2	ENSG00000125845
101929265	LINC01428	ENSG00000228888
101929288	LINC01751	ENSG00000261249
102465865	MIR8062	ENSG00000278159
54363	HAO1	ENSG00000101323
56255	TMX4	ENSG00000125827
23236	PLCB1	ENSG00000182621
100874337	PLCB1-IT1	ENSG00000225479
26767	RNU105B	ENSG00000201348
105372522	LOC105372522	ENSG00000182621
5332	PLCB4	ENSG00000101333
101929329	LAMP5-AS1	ENSG00000225988
24141	LAMP5	ENSG00000125869
57144	PAK5	ENSG00000101349
100131208	SNAP25-AS1	ENSG00000227906
63926	ANKEF1	ENSG00000132623
6616	SNAP25	ENSG00000132639
8195	MKKS	ENSG00000125863
128710	SLX4IP	ENSG00000149346
182	JAG1	ENSG00000101384
102465525	MIR6870	ENSG00000273745
101929413	LOC101929413	ENSG00000232900
728450	LINC00687	ENSG00000228422
22903	BTBD3	ENSG00000132640
101929486	LINC01722	ENSG00000233048
100505515	LINC01723	ENSG00000234265
55304	SPTLC3	ENSG00000172296
55617	TASP1	ENSG00000089123
140862	ISM1	ENSG00000101230
51575	ESF1	ENSG00000089048
79133	NDUFAF5	ENSG00000101247
80343	SEL1L2	ENSG00000101251
140733	MACROD2	ENSG00000172264
23767	FLRT3	ENSG00000125848
140848	MACROD2-IT1	ENSG00000227927
100379174	MACROD2-AS1	ENSG00000235914
613266	LOC613266	ENSG00000286546
55614	KIF16B	ENSG00000089177
6629	SNRPB2	ENSG00000125870
56914	OTOR	ENSG00000125879
5126	PCSK2	ENSG00000125851
631	BFSP1	ENSG00000125864
11034	DSTN	ENSG00000125868
6238	RRBP1	ENSG00000125844
140836	BANF2	ENSG00000125888
27131	SNX5	ENSG00000089006
692086	SNORD17	ENSG00000212232
92667	MGME1	ENSG00000125871
58495	OVOL2	ENSG00000125850
100303755	PET117	ENSG00000232838
57325	KAT14	ENSG00000149474
7692	ZNF133	ENSG00000125846
440757	LINC00851	ENSG00000237282
55184	DZANK1	ENSG00000089091
10621	POLR3F	ENSG00000132664
100422875	MIR3192	ENSG00000265137
10741	RBBP9	ENSG00000089050
10483	SEC23B	ENSG00000101310
388789	SMIM26	ENSG00000232388
92675	DTD1	ENSG00000125821
101929526	DTD1-AS1	ENSG00000233993
29075	LINC00652	ENSG00000179935
100270804	LCDR	ENSG00000273148
140856	SCP2D1	ENSG00000132631
57419	SLC24A3	ENSG00000185052
100130264	SLC24A3-AS1	ENSG00000179447
54453	RIN2	ENSG00000132669
51126	NAA20	ENSG00000173418
51340	CRNKL1	ENSG00000101343
26074	CFAP61	ENSG00000089101
3642	INSM1	ENSG00000173404
57186	RALGAPA2	ENSG00000188559
105372556	LINC00237	ENSG00000225127
55857	KIZ	ENSG00000088970
101929591	KIZ-AS1	ENSG00000232712
22803	XRN2	ENSG00000088930
644524	NKX2-4	ENSG00000125816
105372558	LOC105372558	ENSG00000225280
4821	NKX2-2	ENSG00000125820
101929608	LINC01726	ENSG00000280350
5075	PAX1	ENSG00000125813
100270679	LINC01432	ENSG00000234435
101929663	LINC01427	ENSG00000225321
284788	LOC284788	ENSG00000204684
105372564	LOC105372564	ENSG00000288974
140828	LINC00261	ENSG00000259974
3170	FOXA2	ENSG00000125798
101929685	LNCNEF	ENSG00000237396
6754	SSTR4	ENSG00000132671
7056	THBD	ENSG00000178726
22918	CD93	ENSG00000125810
200261	LINC00656	ENSG00000233746
100505664	LOC100505664	ENSG00000230387
29107	NXT1	ENSG00000132661
100505683	LINC01431	ENSG00000232645
64412	GZF1	ENSG00000125812
63908	NAPB	ENSG00000125814
128817	CSTL1	ENSG00000125823
140880	CST11	ENSG00000125831
10047	CST8	ENSG00000125815
164380	CST13P	ENSG00000290388
128821	CST9L	ENSG00000101435
128822	CST9	ENSG00000173335
1471	CST3	ENSG00000101439
1472	CST4	ENSG00000101441
1469	CST1	ENSG00000170373
107985432	LOC107985432	ENSG00000230908
1470	CST2	ENSG00000170369
1473	CST5	ENSG00000170367
92086	GGTLC1	ENSG00000149435
400839	LINC01721	ENSG00000230133
79953	SYNDIG1	ENSG00000101463
8530	CST7	ENSG00000077984
57136	APMAP	ENSG00000101474
84532	ACSS1	ENSG00000154930
30813	VSX1	ENSG00000100987
284798	LOC284798	ENSG00000230725
955	ENTPD6	ENSG00000197586
5834	PYGB	ENSG00000100994
26090	ABHD12	ENSG00000100997
9837	GINS1	ENSG00000101003
22981	NINL	ENSG00000101004
140838	NANP	ENSG00000170191
102724826	ZNF337-AS1	ENSG00000213742
26152	ZNF337	ENSG00000130684
101926955	LINC01733	ENSG00000226203
284800	FAM182A	ENSG00000125804
149934	NCOR1P1	ENSG00000290409
284801	MIR663AHG	ENSG00000227195
724033	MIR663A	ENSG00000284419
100289097	FRG1CP	ENSG00000282826
107985433	LOC107985433	ENSG00000205611
245929	DEFB115	ENSG00000215547
245930	DEFB116	ENSG00000215545
117285	DEFB118	ENSG00000131068
245932	DEFB119	ENSG00000180483
245934	DEFB121	ENSG00000204548
245935	DEFB122	ENSG00000290996
245936	DEFB123	ENSG00000180424
245937	DEFB124	ENSG00000180383
28954	REM1	ENSG00000088320
140875	LINC00028	ENSG00000233354
81502	HM13	ENSG00000101294
100874042	HM13-AS1	ENSG00000230613
3397	ID1	ENSG00000125968
100422904	MIR3193	ENSG00000264395
84701	COX4I2	ENSG00000131055
598	BCL2L1	ENSG00000171552
103021294	ABALON	ENSG00000281376
22974	TPX2	ENSG00000088325
85366	MYLK2	ENSG00000101306
2307	FOXS1	ENSG00000179772
128853	DUSP15	ENSG00000149599
164395	TTLL9	ENSG00000131044
81572	PDRG1	ENSG00000088356
343702	XKR7	ENSG00000260903
140706	CCM2L	ENSG00000101331
3055	HCK	ENSG00000101336
9777	TM9SF4	ENSG00000101337
128854	TSPY26P	ENSG00000235217
5326	PLAGL2	ENSG00000126003
23509	POFUT1	ENSG00000101346
100302183	MIR1825	ENSG00000284125
9371	KIF3B	ENSG00000101350
171023	ASXL1	ENSG00000171456
140688	NOL4L	ENSG00000197183
101929698	LOC101929698	ENSG00000277301
149950	NOL4L-DT	ENSG00000204393
284805	C20orf203	ENSG00000198547
149951	COMMD7	ENSG00000149600
1789	DNMT3B	ENSG00000088305
22919	MAPRE1	ENSG00000101367
388795	EFCAB8	ENSG00000215529
140732	SUN5	ENSG00000167098
80341	BPIFB2	ENSG00000078898
128859	BPIFB6	ENSG00000167104
359710	BPIFB3	ENSG00000186190
149954	BPIFB4	ENSG00000186191
140683	BPIFA2	ENSG00000131050
317716	BPIFA4P	ENSG00000290942
128861	BPIFA3	ENSG00000131059
51297	BPIFA1	ENSG00000198183
92747	BPIFB1	ENSG00000125999
51654	CDK5RAP1	ENSG00000101391
6640	SNTA1	ENSG00000101400
9139	CBFA2T2	ENSG00000078699
63941	NECAB3	ENSG00000125967
128864	C20orf144	ENSG00000149609
170487	ACTL10	ENSG00000288649
1869	E2F1	ENSG00000101412
11264	PXMP4	ENSG00000101417
84905	ZNF341	ENSG00000131061
101929746	ZNF341-AS1	ENSG00000230753
128866	CHMP4B	ENSG00000101421
101926888	RALY-AS1	ENSG00000285230
22913	RALY	ENSG00000125970
100616434	MIR4755	ENSG00000264616
8894	EIF2S2	ENSG00000125977
434	ASIP	ENSG00000101440
191	AHCY	ENSG00000101444
83737	ITCH	ENSG00000078747
693229	MIR644A	ENSG00000207997
83658	DYNLRB1	ENSG00000125971
84557	MAP1LC3A	ENSG00000101460
128869	PIGU	ENSG00000101464
58476	TP53INP2	ENSG00000078804
23054	NCOA6	ENSG00000198646
2686	GGT7	ENSG00000131067
55902	ACSS2	ENSG00000131069
2937	GSS	ENSG00000100983
57644	MYH7B	ENSG00000078814
574501	MIR499A	ENSG00000207635
100616134	MIR499B	ENSG00000283441
26133	TRPC4AP	ENSG00000100991
55741	EDEM2	ENSG00000088298
10544	PROCR	ENSG00000101000
10893	MMP24	ENSG00000125966
101410538	MMP24OS	ENSG00000126005
3692	EIF6	ENSG00000242372
140846	FAM83C-AS1	ENSG00000235214
128876	FAM83C	ENSG00000125998
55245	UQCC1	ENSG00000101019
8200	GDF5	ENSG00000125965
100302125	MIR1289-1	ENSG00000221763
11190	CEP250	ENSG00000126001
140873	C20orf173	ENSG00000125975
51614	ERGIC3	ENSG00000125991
80307	FER1L4	ENSG00000088340
6676	SPAG4	ENSG00000061656
8904	CPNE1	ENSG00000214078
10137	RBM12	ENSG00000244462
9054	NFS1	ENSG00000244005
140823	ROMO1	ENSG00000125995
9584	RBM39	ENSG00000131051
51230	PHF20	ENSG00000025293
51282	SCAND1	ENSG00000171222
140894	CNBD2	ENSG00000149646
647979	NORAD	ENSG00000260032
2036	EPB41L1	ENSG00000088367
25980	AAR2	ENSG00000131043
22839	DLGAP4	ENSG00000080845
101926987	DLGAP4-AS1	ENSG00000232907
10398	MYL9	ENSG00000101335
60436	TGIF2	ENSG00000118707
100527943	TGIF2-RAB5IF	ENSG00000259399
55969	RAB5IF	ENSG00000101084
84174	SLA2	ENSG00000101082
57446	NDRG3	ENSG00000101079
79980	DSN1	ENSG00000149636
140710	SOGA1	ENSG00000149639
140711	TLDC2	ENSG00000101342
25939	SAMHD1	ENSG00000101347
5933	RBL1	ENSG00000080839
140699	MROH8	ENSG00000101353
6185	RPN2	ENSG00000118705
2691	GHRH	ENSG00000118702
63905	MANBAL	ENSG00000101363
6714	SRC	ENSG00000197122
10904	BLCAP	ENSG00000166619
4826	NNAT	ENSG00000053438
100861522	LINC00489	ENSG00000225759
100287792	LOC100287792	ENSG00000204117
56259	CTNNBL1	ENSG00000132792
128434	VSTM2L	ENSG00000132821
9675	TTI1	ENSG00000101407
58490	RPRD1B	ENSG00000101413
7052	TGM2	ENSG00000198959
85449	KIAA1755	ENSG00000149633
149684	LOC149684	ENSG00000285347
671	BPI	ENSG00000101425
3929	LBP	ENSG00000129988
388796	SNHG17	ENSG00000196756
26777	SNORA71A	ENSG00000225091
677839	SNORA71C	ENSG00000201512
677840	SNORA71D	ENSG00000200354
128439	SNHG11	ENSG00000174365
677821	SNORA71E	ENSG00000274309
677837	SNORA60	ENSG00000199266
57148	RALGAPB	ENSG00000170471
100616190	MIR548O2	ENSG00000275453
149685	ADIG	ENSG00000182035
343578	ARHGAP40	ENSG00000124143
140679	SLC32A1	ENSG00000101438
79913	ACTR5	ENSG00000101442
26051	PPP1R16B	ENSG00000101445
81610	FAM83D	ENSG00000101447
60625	DHX35	ENSG00000101452
339568	LINC01734	ENSG00000230324
9935	MAFB	ENSG00000204103
7150	TOP1	ENSG00000198900
101927117	PLCG1-AS1	ENSG00000226648
5335	PLCG1	ENSG00000124181
102466912	MIR6871	ENSG00000276169
23051	ZHX3	ENSG00000174306
64900	LPIN3	ENSG00000132793
90187	EMILIN3	ENSG00000183798
84181	CHD6	ENSG00000124177
11122	PTPRT	ENSG00000196090
101927159	LOC101927159	ENSG00000229042
101927138	PTPRT-AS1	ENSG00000227599
6431	SRSF6	ENSG00000124193
26013	L3MBTL1	ENSG00000185513
10110	SGK2	ENSG00000101049
51098	IFT52	ENSG00000101052
4605	MYBL2	ENSG00000101057
149699	GTSF1L	ENSG00000124196
105372626	LINC01728	ENSG00000233277
84969	TOX2	ENSG00000124191
57158	JPH2	ENSG00000149596
51526	OSER1	ENSG00000132823
100505783	OSER1-DT	ENSG00000223891
78997	GDAP1L1	ENSG00000124194
128486	FITM2	ENSG00000197296
140902	R3HDML	ENSG00000101074
3172	HNF4A	ENSG00000101076
101927219	HNF4A-AS1	ENSG00000229005
100500813	MIR3646	ENSG00000266151
101927242	LINC01430	ENSG00000168746
140834	LINC01620	ENSG00000168746
79183	TTPAL	ENSG00000124120
10955	SERINC3	ENSG00000132824
11142	PKIG	ENSG00000168734
100	ADA	ENSG00000196839
79015	LINC01260	ENSG00000283440
8839	CCN5	ENSG00000064205
60598	KCNK15	ENSG00000124249
140730	RIMS4	ENSG00000101098
7529	YWHAB	ENSG00000166913
80336	PABPC1L	ENSG00000101104
10953	TOMM34	ENSG00000025772
100505826	STK4-DT	ENSG00000227477
6789	STK4	ENSG00000101109
3787	KCNS1	ENSG00000124134
149708	WFDC5	ENSG00000175121
128488	WFDC12	ENSG00000168703
5266	PI3	ENSG00000124102
6406	SEMG1	ENSG00000124233
6407	SEMG2	ENSG00000124157
105372630	LOC105372630	ENSG00000290777
6590	SLPI	ENSG00000124107
8785	MATN4	ENSG00000124159
11317	RBPJL	ENSG00000124232
6385	SDC4	ENSG00000124145
90196	SYS1	ENSG00000204070
767557	SYS1-DBNDD2	ENSG00000254806
27296	TP53TG5	ENSG00000124251
55861	DBNDD2	ENSG00000244274
51604	PIGT	ENSG00000124155
102465487	MIR6812	ENSG00000273555
10406	WFDC2	ENSG00000101443
10816	SPINT3	ENSG00000101446
140870	WFDC6	ENSG00000243543
100526773	EPPIN-WFDC6	ENSG00000249139
57119	EPPIN	ENSG00000101448
90199	WFDC8	ENSG00000158901
259240	WFDC9	ENSG00000180205
140832	WFDC10A	ENSG00000180305
259239	WFDC11	ENSG00000180083
280664	WFDC10B	ENSG00000182931
164237	WFDC13	ENSG00000168634
100500897	MIR3617	ENSG00000266071
140686	WFDC3	ENSG00000124116
391253	SPINT4	ENSG00000149651
116092	DNTTIP1	ENSG00000101457
11065	UBE2C	ENSG00000175063
7125	TNNC2	ENSG00000101470
90203	SNX21	ENSG00000124104
10005	ACOT8	ENSG00000101473
140831	ZSWIM3	ENSG00000132801
90204	ZSWIM1	ENSG00000168612
128497	SPATA25	ENSG00000149634
140825	NEURL2	ENSG00000124257
5476	CTSA	ENSG00000064601
5360	PLTP	ENSG00000100979
63935	PCIF1	ENSG00000100982
63925	ZNF335	ENSG00000198026
4318	MMP9	ENSG00000100985
109729184	SLC12A5-AS1	ENSG00000204044
57468	SLC12A5	ENSG00000124140
57727	NCOA5	ENSG00000124160
958	CD40	ENSG00000101017
64405	CDH22	ENSG00000149654
51006	SLC35C2	ENSG00000080189
63916	ELMO2	ENSG00000062598
55713	ZNF334	ENSG00000198185
7686	MKRN7P	ENSG00000225849
128506	OCSTAMP	ENSG00000149635
64849	SLC13A3	ENSG00000158296
112858	TP53RK	ENSG00000172315
81031	SLC2A10	ENSG00000197496
2139	EYA2	ENSG00000064655
100500814	MIR3616	ENSG00000264901
23613	ZMYND8	ENSG00000101040
100131496	LOC100131496	ENSG00000267882
101927377	LOC101927377	ENSG00000231119
8202	NCOA3	ENSG00000124151
55959	SULF2	ENSG00000196562
284749	LINC00494	ENSG00000235621
57580	PREX1	ENSG00000124126
10564	ARFGEF2	ENSG00000124198
102723483	CSE1L-DT	ENSG00000227431
1434	CSE1L	ENSG00000124207
6780	STAU1	ENSG00000124214
55661	DDX27	ENSG00000124228
57169	ZNFX1	ENSG00000124201
441951	ZFAS1	ENSG00000177410
26765	SNORD12C	ENSG00000209042
100113393	SNORD12B	ENSG00000222365
692057	SNORD12	ENSG00000212304
3745	KCNB1	ENSG00000158445
5740	PTGIS	ENSG00000124212
9334	B4GALT5	ENSG00000158470
23315	SLC9A8	ENSG00000197818
9825	SPATA2	ENSG00000158480
55905	RNF114	ENSG00000124226
6615	SNAI1	ENSG00000124216
387522	PEDS1-UBE2V1	ENSG00000124208
7335	UBE2V1	ENSG00000244687
387521	PEDS1	ENSG00000240849
101927512	LINC01275	ENSG00000237595
101927541	LINC01273	ENSG00000231742
101927559	CEBPB-AS1	ENSG00000277449
1051	CEBPB	ENSG00000172216
100506115	PELATON	ENSG00000224397
284751	LINC01270	ENSG00000203999
101927586	LINC01271	ENSG00000233077
5770	PTPN1	ENSG00000196396
693230	MIR645	ENSG00000208018
140876	RIPOR3	ENSG00000042062
100302146	MIR1302-5	ENSG00000221091
100506175	RIPOR3-AS1	ENSG00000234693
84612	PARD6B	ENSG00000124171
55653	BCAS4	ENSG00000124243
23394	ADNP	ENSG00000101126
101927631	ADNP-AS1	ENSG00000259456
8813	DPM1	ENSG00000000419
27304	MOCS3	ENSG00000124217
3755	KCNG1	ENSG00000026559
4773	NFATC2	ENSG00000101096
100422889	MIR3194	ENSG00000266761
10079	ATP9A	ENSG00000054793
57167	SALL4	ENSG00000101115
101927678	LINC01429	ENSG00000227964
55734	ZFP64	ENSG00000020256
101927700	LINC01524	ENSG00000234948
128553	TSHZ2	ENSG00000182463
7764	ZNF217	ENSG00000171940
105372672	LOC105372672	ENSG00000235415
8537	BCAS1	ENSG00000064787
100616225	MIR4756	ENSG00000265595
1591	CYP24A1	ENSG00000019186
5203	PFDN4	ENSG00000101132
55816	DOK5	ENSG00000101134
101927796	LINC01441	ENSG00000224008
140689	CBLN4	ENSG00000054803
4159	MC3R	ENSG00000124089
116151	FAM210B	ENSG00000124098
6790	AURKA	ENSG00000087586
1477	CSTF1	ENSG00000101138
57091	CASS4	ENSG00000087589
51507	RTF2	ENSG00000022277
140687	GCNT7	ENSG00000124091
200232	FAM209A	ENSG00000124103
388799	FAM209B	ENSG00000213714
105372682	LINC01716	ENSG00000225657
7022	TFAP2C	ENSG00000087510
655	BMP7	ENSG00000101144
100422883	MIR4325	ENSG00000266666
23626	SPO11	ENSG00000054796
8480	RAE1	ENSG00000101146
55544	RBM38	ENSG00000132819
140690	CTCFL	ENSG00000124092
5105	PCK1	ENSG00000124253
81030	ZBP1	ENSG00000124256
56937	PMEPA1	ENSG00000124225
105416157	NKILA	ENSG00000278709
105376992	LINC01742	ENSG00000275852
128602	C20orf85	ENSG00000124237
140731	ANKRD60	ENSG00000124227
57403	RAB22A	ENSG00000124209
9217	VAPB	ENSG00000124164
164284	APCDD1L	ENSG00000198768
149773	APCDD1L-DT	ENSG00000231290
79160	LINC01711	ENSG00000268941
100534593	STX16-NPEPL1	ENSG00000254995
8675	STX16	ENSG00000124222
79716	NPEPL1	ENSG00000215440
407022	MIR296	ENSG00000284040
100126296	MIR298	ENSG00000216031
149775	GNAS-AS1	ENSG00000235590
2778	GNAS	ENSG00000087460
51497	NELFCD	ENSG00000101158
1522	CTSZ	ENSG00000101160
81027	TUBB1	ENSG00000101162
514	ATP5F1E	ENSG00000124172
51012	PRELID3B	ENSG00000101166
128611	ZNF831	ENSG00000124203
1908	EDN3	ENSG00000124205
116154	PHACTR3	ENSG00000087495
100506384	PHACTR3-AS1	ENSG00000238194
10388	SYCP2	ENSG00000196074
63939	FAM217B	ENSG00000196227
5509	PPP1R3D	ENSG00000132825
60437	CDH26	ENSG00000124215
284756	LINC02910	ENSG00000176659
729296	LOC729296	ENSG00000228340
284757	MIR646HG	ENSG00000228340
693231	MIR646	ENSG00000207802
100616362	MIR4533	ENSG00000266140
100616440	MIR548AG2	ENSG00000265617
100506470	LINC01718	ENSG00000229606
1002	CDH4	ENSG00000179242
100128310	LOC100128310	ENSG00000179253
100302168	MIR1257	ENSG00000284193
6874	TAF4	ENSG00000130699
100422838	MIR3195	ENSG00000265306
149986	LSM14B	ENSG00000149657
5688	PSMA7	ENSG00000101182
26039	SS18L1	ENSG00000184402
26164	MTG2	ENSG00000101181
11255	HRH3	ENSG00000101180
105369209	LOC105369209	ENSG00000130703
9885	OSBPL2	ENSG00000130703
11047	ADRM1	ENSG00000130706
3911	LAMA5	ENSG00000130702
100616340	MIR4758	ENSG00000284074
101928158	LAMA5-AS1	ENSG00000228812
6227	RPS21	ENSG00000171858
81928	CABLES2	ENSG00000149679
140893	RBBP8NL	ENSG00000130701
105372710	LOC105372710	ENSG00000233017
140628	GATA5	ENSG00000130700
105376995	LOC105376995	ENSG00000289548
128826	MIR1-1HG	ENSG00000174407
406904	MIR1-1	ENSG00000199017
406923	MIR133A2	ENSG00000284508
28231	SLCO4A1	ENSG00000101187
100127888	SLCO4A1-AS1	ENSG00000232803
4923	NTSR1	ENSG00000101188
100652730	LINC00659	ENSG00000228705
55257	MRGBP	ENSG00000101189
11054	OGFR	ENSG00000060491
1299	COL9A3	ENSG00000092758
10732	TCFL5	ENSG00000101190
11083	DIDO1	ENSG00000101191
54994	GID8	ENSG00000101193
63910	SLC17A9	ENSG00000101194
128408	BHLHE23	ENSG00000125533
63930	LINC01749	ENSG00000272259
100144597	LINC01056	ENSG00000237119
768097	HAR1B	ENSG00000231133
406909	MIR124-3	ENSG00000207598
54915	YTHDF1	ENSG00000149658
79444	BIRC7	ENSG00000101197
100423014	MIR3196	ENSG00000266463
128414	NKAIN4	ENSG00000101198
100192386	FLJ16779	ENSG00000275620
55738	ARFGAP1	ENSG00000101199
100422945	MIR4326	ENSG00000266104
57642	COL20A1	ENSG00000101203
1137	CHRNA4	ENSG00000101204
100130587	LOC100130587	ENSG00000203900
3785	KCNQ2	ENSG00000075043
1917	EEF1A2	ENSG00000101210
79144	PPDPF	ENSG00000125534
5753	PTK6	ENSG00000101213
6725	SRMS	ENSG00000125508
79025	FNDC11	ENSG00000125531
85441	HELZ2	ENSG00000130589
26205	GMEB2	ENSG00000101216
100505771	MHENCR	ENSG00000232442
50861	STMN3	ENSG00000197457
100533107	RTEL1-TNFRSF6B	ENSG00000026036
51750	RTEL1	ENSG00000258366
8771	TNFRSF6B	ENSG00000243509
10139	ARFRP1	ENSG00000101246
84619	ZGPAT	ENSG00000197114
54923	LIME1	ENSG00000203896
56731	SLC2A4RG	ENSG00000125520
140685	ZBTB46	ENSG00000130584
140701	ABHD16B	ENSG00000183260
7165	TPD52L2	ENSG00000101150
80331	DNAJC5	ENSG00000101152
100126329	MIR941-1	ENSG00000283206
100126339	MIR941-2	ENSG00000216141
100126352	MIR941-3	ENSG00000283513
100126330	MIR941-4	ENSG00000216195
103504732	MIR941-5	ENSG00000275842
54963	UCKL1	ENSG00000198276
100302137	MIR1914	ENSG00000284433
693232	MIR647	ENSG00000207554
100113386	UCKL1-AS1	ENSG00000280213
57473	ZNF512B	ENSG00000196700
140700	SAMD10	ENSG00000130590
24148	PRPF6	ENSG00000101161
284739	C20orf204	ENSG00000196421
6919	TCEA2	ENSG00000171703
54345	SOX18	ENSG00000203883
10287	RGS19	ENSG00000171700
102466741	MIR6813	ENSG00000274034
4987	OPRL1	ENSG00000125510
